sentence_id	yes_no	aspect_sentiment	sentence	ner_tags	ner_mask
94914a6e-b495-4118-a663-e72d82bd605d#cbt_response_a:1	1	N neutral	toccando in particolare tematiche riguardanti comportamento aggressivo assertività e possibili cause di certe sensazioni che provo	B O B B B B O B O O B O O O O B	1 0 1 1 1 1 0 1 0 0 1 0 0 0 0 1
94914a6e-b495-4118-a663-e72d82bd605d#cbt_response_b:0	0	Y positive	che proverò a mettere in pratica i suggerimenti che mi sono stati dati per una verifica sul campo	O O O O O O O O O O O O O O O O O O	0 1 0 1 0 1 1 1 0 0 1 1 1 0 1 1 0 1
94914a6e-b495-4118-a663-e72d82bd605d#cbt_response_b:0	0	Y negative	che proverò a mettere in pratica i suggerimenti che mi sono stati dati per una verifica sul campo	O O O O O O O O O O O O O O O O O O	0 1 0 1 0 1 1 1 0 0 1 1 1 0 1 1 0 1
94914a6e-b495-4118-a663-e72d82bd605d#cbt_response_b:0	0	Y neutral	che proverò a mettere in pratica i suggerimenti che mi sono stati dati per una verifica sul campo	O O O O O O O O O O O O O O O O O O	0 1 0 1 0 1 1 1 0 0 1 1 1 0 1 1 0 1
94914a6e-b495-4118-a663-e72d82bd605d#cbt_response_b:0	0	N positive	che proverò a mettere in pratica i suggerimenti che mi sono stati dati per una verifica sul campo	O O O O O O O O O O O O O O O O O O	0 1 0 1 0 1 1 1 0 0 1 1 1 0 1 1 0 1
94914a6e-b495-4118-a663-e72d82bd605d#cbt_response_b:0	0	N negative	che proverò a mettere in pratica i suggerimenti che mi sono stati dati per una verifica sul campo	O O O O O O O O O O O O O O O O O O	0 1 0 1 0 1 1 1 0 0 1 1 1 0 1 1 0 1
94914a6e-b495-4118-a663-e72d82bd605d#cbt_response_b:0	1	N neutral	che proverò a mettere in pratica i suggerimenti che mi sono stati dati per una verifica sul campo	O B O B O B B I O O B I I O B I O B	0 1 0 1 0 1 1 1 0 0 1 1 1 0 1 1 0 1
94914a6e-b495-4118-a663-e72d82bd605d#cbt_response_c:0	1	Y positive	sono stato soddisfatto anche stavolta dei suggerimenti e degli stimoli emersi	B I I I I O O O O O O	1 1 1 1 1 1 1 0 0 1 0
94914a6e-b495-4118-a663-e72d82bd605d#cbt_response_c:0	0	Y negative	sono stato soddisfatto anche stavolta dei suggerimenti e degli stimoli emersi	O O O O O O O O O O O	1 1 1 1 1 1 1 0 0 1 0
94914a6e-b495-4118-a663-e72d82bd605d#cbt_response_c:0	0	Y neutral	sono stato soddisfatto anche stavolta dei suggerimenti e degli stimoli emersi	O O O O O O O O O O O	1 1 1 1 1 1 1 0 0 1 0
94914a6e-b495-4118-a663-e72d82bd605d#cbt_response_c:0	1	N positive	sono stato soddisfatto anche stavolta dei suggerimenti e degli stimoli emersi	O O O O O B I O O B O	1 1 1 1 1 1 1 0 0 1 0
94914a6e-b495-4118-a663-e72d82bd605d#cbt_response_c:0	0	N negative	sono stato soddisfatto anche stavolta dei suggerimenti e degli stimoli emersi	O O O O O O O O O O O	1 1 1 1 1 1 1 0 0 1 0
94914a6e-b495-4118-a663-e72d82bd605d#cbt_response_c:0	0	N neutral	sono stato soddisfatto anche stavolta dei suggerimenti e degli stimoli emersi	O O O O O O O O O O O	1 1 1 1 1 1 1 0 0 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:0	0	Y positive	mi trovavo a casa	O O O O	0 1 0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:0	0	Y negative	mi trovavo a casa	O O O O	0 1 0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:0	0	Y neutral	mi trovavo a casa	O O O O	0 1 0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:0	0	N positive	mi trovavo a casa	O O O O	0 1 0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:0	0	N negative	mi trovavo a casa	O O O O	0 1 0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:0	1	N neutral	mi trovavo a casa	O B O B	0 1 0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:1	0	Y positive	con i miei tre cani	O O O O O	0 1 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:1	0	Y negative	con i miei tre cani	O O O O O	0 1 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:1	0	Y neutral	con i miei tre cani	O O O O O	0 1 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:1	0	N positive	con i miei tre cani	O O O O O	0 1 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:1	0	N negative	con i miei tre cani	O O O O O	0 1 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:1	1	N neutral	con i miei tre cani	O B I I I	0 1 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:2	0	Y positive	tra una coccola e l altra	O O O O O O	0 1 1 0 0 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:2	0	Y negative	tra una coccola e l altra	O O O O O O	0 1 1 0 0 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:2	0	Y neutral	tra una coccola e l altra	O O O O O O	0 1 1 0 0 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:2	0	N positive	tra una coccola e l altra	O O O O O O	0 1 1 0 0 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:2	0	N negative	tra una coccola e l altra	O O O O O O	0 1 1 0 0 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:2	1	N neutral	tra una coccola e l altra	O B I O O O	0 1 1 0 0 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:3	1	Y positive	ho provato felicità	B I O	1 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:3	0	Y negative	ho provato felicità	O O O	1 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:3	0	Y neutral	ho provato felicità	O O O	1 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:3	0	N positive	ho provato felicità	O O O	1 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:3	0	N negative	ho provato felicità	O O O	1 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:3	0	N neutral	ho provato felicità	O O O	1 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:4	0	Y positive	intensità <number> positività <number>	O O O O	1 0 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:4	0	Y negative	intensità <number> positività <number>	O O O O	1 0 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:4	0	Y neutral	intensità <number> positività <number>	O O O O	1 0 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:4	0	N positive	intensità <number> positività <number>	O O O O	1 0 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:4	0	N negative	intensità <number> positività <number>	O O O O	1 0 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:4	1	N neutral	intensità <number> positività <number>	B O B O	1 0 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:5	0	Y positive	nelle parti del corpo addome	O O O O O	0 1 0 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:5	0	Y negative	nelle parti del corpo addome	O O O O O	0 1 0 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:5	0	Y neutral	nelle parti del corpo addome	O O O O O	0 1 0 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:5	0	N positive	nelle parti del corpo addome	O O O O O	0 1 0 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:5	0	N negative	nelle parti del corpo addome	O O O O O	0 1 0 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#initial_note:5	1	N neutral	nelle parti del corpo addome	O B O B B	0 1 0 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:0	0	Y positive	ero a casa	O O O	0 0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:0	0	Y negative	ero a casa	O O O	0 0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:0	0	Y neutral	ero a casa	O O O	0 0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:0	0	N positive	ero a casa	O O O	0 0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:0	0	N negative	ero a casa	O O O	0 0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:0	1	N neutral	ero a casa	O O B	0 0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:1	0	Y positive	stamani mattina	O O	0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:1	0	Y negative	stamani mattina	O O	0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:1	0	Y neutral	stamani mattina	O O	0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:1	0	N positive	stamani mattina	O O	0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:1	0	N negative	stamani mattina	O O	0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:1	1	N neutral	stamani mattina	O B	0 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:2	0	Y positive	con i miei cani	O O O O	0 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:2	0	Y negative	con i miei cani	O O O O	0 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:2	0	Y neutral	con i miei cani	O O O O	0 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:2	0	N positive	con i miei cani	O O O O	0 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:2	0	N negative	con i miei cani	O O O O	0 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_a:2	1	N neutral	con i miei cani	O B I I	0 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_b:0	1	Y positive	ho pensato a quanto amore riescono a dare i cani	B I O B I O O O O O	1 1 0 1 1 1 0 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_b:0	0	Y negative	ho pensato a quanto amore riescono a dare i cani	O O O O O O O O O O	1 1 0 1 1 1 0 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_b:0	0	Y neutral	ho pensato a quanto amore riescono a dare i cani	O O O O O O O O O O	1 1 0 1 1 1 0 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_b:0	1	N positive	ho pensato a quanto amore riescono a dare i cani	O O O O O B O B B I	1 1 0 1 1 1 0 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_b:0	0	N negative	ho pensato a quanto amore riescono a dare i cani	O O O O O O O O O O	1 1 0 1 1 1 0 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_b:0	0	N neutral	ho pensato a quanto amore riescono a dare i cani	O O O O O O O O O O	1 1 0 1 1 1 0 1 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:0	1	Y positive	ho provato felicità	B I O	1 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:0	0	Y negative	ho provato felicità	O O O	1 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:0	0	Y neutral	ho provato felicità	O O O	1 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:0	0	N positive	ho provato felicità	O O O	1 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:0	0	N negative	ho provato felicità	O O O	1 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:0	0	N neutral	ho provato felicità	O O O	1 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:1	0	Y positive	intensità <number> positività <number>	O O O O	1 0 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:1	0	Y negative	intensità <number> positività <number>	O O O O	1 0 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:1	0	Y neutral	intensità <number> positività <number>	O O O O	1 0 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:1	0	N positive	intensità <number> positività <number>	O O O O	1 0 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:1	0	N negative	intensità <number> positività <number>	O O O O	1 0 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:1	1	N neutral	intensità <number> positività <number>	B O B O	1 0 1 0
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:2	0	Y positive	nelle parti del corpo addome	O O O O O	0 1 0 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:2	0	Y negative	nelle parti del corpo addome	O O O O O	0 1 0 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:2	0	Y neutral	nelle parti del corpo addome	O O O O O	0 1 0 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:2	0	N positive	nelle parti del corpo addome	O O O O O	0 1 0 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:2	0	N negative	nelle parti del corpo addome	O O O O O	0 1 0 1 1
f6f1f035-dcf9-4660-a54f-8b3fc23a83a3#cbt_response_c:2	1	N neutral	nelle parti del corpo addome	O B O B B	0 1 0 1 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#initial_note:0	0	Y positive	oggi ho partecipato al funerale di un amica	O O O O O O O O	1 1 1 0 1 0 1 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#initial_note:0	0	Y negative	oggi ho partecipato al funerale di un amica	O O O O O O O O	1 1 1 0 1 0 1 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#initial_note:0	0	Y neutral	oggi ho partecipato al funerale di un amica	O O O O O O O O	1 1 1 0 1 0 1 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#initial_note:0	0	N positive	oggi ho partecipato al funerale di un amica	O O O O O O O O	1 1 1 0 1 0 1 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#initial_note:0	1	N negative	oggi ho partecipato al funerale di un amica	B I I O B O B I	1 1 1 0 1 0 1 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#initial_note:0	0	N neutral	oggi ho partecipato al funerale di un amica	O O O O O O O O	1 1 1 0 1 0 1 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:0	0	Y positive	pomeriggio piovoso di una giornata invernale	O O O O O O	1 0 0 1 1 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:0	0	Y negative	pomeriggio piovoso di una giornata invernale	O O O O O O	1 0 0 1 1 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:0	0	Y neutral	pomeriggio piovoso di una giornata invernale	O O O O O O	1 0 0 1 1 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:0	0	N positive	pomeriggio piovoso di una giornata invernale	O O O O O O	1 0 0 1 1 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:0	0	N negative	pomeriggio piovoso di una giornata invernale	O O O O O O	1 0 0 1 1 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:0	1	N neutral	pomeriggio piovoso di una giornata invernale	B O O B I O	1 0 0 1 1 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:1	0	Y positive	con il resto degli amici e dei colleghi	O O O O O O O O	0 1 1 0 1 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:1	0	Y negative	con il resto degli amici e dei colleghi	O O O O O O O O	0 1 1 0 1 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:1	0	Y neutral	con il resto degli amici e dei colleghi	O O O O O O O O	0 1 1 0 1 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:1	0	N positive	con il resto degli amici e dei colleghi	O O O O O O O O	0 1 1 0 1 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:1	0	N negative	con il resto degli amici e dei colleghi	O O O O O O O O	0 1 1 0 1 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:1	1	N neutral	con il resto degli amici e dei colleghi	O B I O B O O B	0 1 1 0 1 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:2	0	Y positive	ed attendevo fuori dalla chiesa che il feretro uscisse stando un po in disparte	O O O O O O O O O O O O O O	0 1 0 1 1 0 1 1 1 1 0 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:2	0	Y negative	ed attendevo fuori dalla chiesa che il feretro uscisse stando un po in disparte	O O O O O O O O O O O O O O	0 1 0 1 1 0 1 1 1 1 0 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:2	0	Y neutral	ed attendevo fuori dalla chiesa che il feretro uscisse stando un po in disparte	O O O O O O O O O O O O O O	0 1 0 1 1 0 1 1 1 1 0 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:2	0	N positive	ed attendevo fuori dalla chiesa che il feretro uscisse stando un po in disparte	O O O O O O O O O O O O O O	0 1 0 1 1 0 1 1 1 1 0 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:2	1	N negative	ed attendevo fuori dalla chiesa che il feretro uscisse stando un po in disparte	O B O B I O B I B B O O O B	0 1 0 1 1 0 1 1 1 1 0 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_a:2	0	N neutral	ed attendevo fuori dalla chiesa che il feretro uscisse stando un po in disparte	O O O O O O O O O O O O O O	0 1 0 1 1 0 1 1 1 1 0 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:0	0	Y positive	che la vita a volte è infame	O O O O O O O	0 1 1 0 1 0 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:0	1	Y negative	che la vita a volte è infame	O B I O O O O	0 1 1 0 1 0 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:0	0	Y neutral	che la vita a volte è infame	O O O O O O O	0 1 1 0 1 0 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:0	0	N positive	che la vita a volte è infame	O O O O O O O	0 1 1 0 1 0 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:0	1	N negative	che la vita a volte è infame	O O O O B O O	0 1 1 0 1 0 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:0	0	N neutral	che la vita a volte è infame	O O O O O O O	0 1 1 0 1 0 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:1	1	Y positive	e che vorrei tanto riavvicinarmi a cristina	O O B I I O O	0 0 1 1 1 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:1	0	Y negative	e che vorrei tanto riavvicinarmi a cristina	O O O O O O O	0 0 1 1 1 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:1	0	Y neutral	e che vorrei tanto riavvicinarmi a cristina	O O O O O O O	0 0 1 1 1 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:1	1	N positive	e che vorrei tanto riavvicinarmi a cristina	O O O O O O B	0 0 1 1 1 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:1	0	N negative	e che vorrei tanto riavvicinarmi a cristina	O O O O O O O	0 0 1 1 1 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:1	0	N neutral	e che vorrei tanto riavvicinarmi a cristina	O O O O O O O	0 0 1 1 1 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:2	0	Y positive	ma al momento non vedo spiragli	O O O O O O	0 0 1 1 1 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:2	1	Y negative	ma al momento non vedo spiragli	O O O B I O	0 0 1 1 1 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:2	0	Y neutral	ma al momento non vedo spiragli	O O O O O O	0 0 1 1 1 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:2	0	N positive	ma al momento non vedo spiragli	O O O O O O	0 0 1 1 1 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:2	1	N negative	ma al momento non vedo spiragli	O O B O O O	0 0 1 1 1 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_b:2	0	N neutral	ma al momento non vedo spiragli	O O O O O O	0 0 1 1 1 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:0	0	Y positive	tristezza	O	0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:0	0	Y negative	tristezza	O	0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:0	0	Y neutral	tristezza	O	0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:0	0	N positive	tristezza	O	0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:0	0	N negative	tristezza	O	0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:0	0	N neutral	tristezza	O	0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:1	0	Y positive	tanta tristezza	O O	0 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:1	0	Y negative	tanta tristezza	O O	0 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:1	0	Y neutral	tanta tristezza	O O	0 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:1	0	N positive	tanta tristezza	O O	0 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:1	0	N negative	tanta tristezza	O O	0 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:1	0	N neutral	tanta tristezza	O O	0 0
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:2	0	Y positive	anche perché suo marito ed i suoi figli li conosco da <number> anni	O O O O O O O O O O O O O	0 0 1 1 0 1 1 1 0 1 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:2	0	Y negative	anche perché suo marito ed i suoi figli li conosco da <number> anni	O O O O O O O O O O O O O	0 0 1 1 0 1 1 1 0 1 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:2	0	Y neutral	anche perché suo marito ed i suoi figli li conosco da <number> anni	O O O O O O O O O O O O O	0 0 1 1 0 1 1 1 0 1 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:2	0	N positive	anche perché suo marito ed i suoi figli li conosco da <number> anni	O O O O O O O O O O O O O	0 0 1 1 0 1 1 1 0 1 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:2	0	N negative	anche perché suo marito ed i suoi figli li conosco da <number> anni	O O O O O O O O O O O O O	0 0 1 1 0 1 1 1 0 1 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:2	1	N neutral	anche perché suo marito ed i suoi figli li conosco da <number> anni	O O B I O B I I O B O O B	0 0 1 1 0 1 1 1 0 1 0 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:3	0	Y positive	ho visto il marito distrutto piegato sul feretro a baciare il legno della cassa	O O O O O O O O O O O O O O	1 1 1 1 0 1 0 1 0 1 1 1 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:3	1	Y negative	ho visto il marito distrutto piegato sul feretro a baciare il legno della cassa	B I B I O B O O O B O O O O	1 1 1 1 0 1 0 1 0 1 1 1 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:3	0	Y neutral	ho visto il marito distrutto piegato sul feretro a baciare il legno della cassa	O O O O O O O O O O O O O O	1 1 1 1 0 1 0 1 0 1 1 1 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:3	0	N positive	ho visto il marito distrutto piegato sul feretro a baciare il legno della cassa	O O O O O O O O O O O O O O	1 1 1 1 0 1 0 1 0 1 1 1 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:3	1	N negative	ho visto il marito distrutto piegato sul feretro a baciare il legno della cassa	O O O O O O O B O O B I O B	1 1 1 1 0 1 0 1 0 1 1 1 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:3	0	N neutral	ho visto il marito distrutto piegato sul feretro a baciare il legno della cassa	O O O O O O O O O O O O O O	1 1 1 1 0 1 0 1 0 1 1 1 0 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:4	0	Y positive	la figlia con lo sguardo nel vuoto ed il figlio che cercava di staccare il padre da quell ultimo contatto con la sua compagna di una vita	O O O O O O O O O O O O O O O O O O O O O O O O O O O	1 1 0 1 1 0 1 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:4	1	Y negative	la figlia con lo sguardo nel vuoto ed il figlio che cercava di staccare il padre da quell ultimo contatto con la sua compagna di una vita	B I O B I O B O B I O O O B B I O B I I O O O O O O O	1 1 0 1 1 0 1 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:4	0	Y neutral	la figlia con lo sguardo nel vuoto ed il figlio che cercava di staccare il padre da quell ultimo contatto con la sua compagna di una vita	O O O O O O O O O O O O O O O O O O O O O O O O O O O	1 1 0 1 1 0 1 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:4	0	N positive	la figlia con lo sguardo nel vuoto ed il figlio che cercava di staccare il padre da quell ultimo contatto con la sua compagna di una vita	O O O O O O O O O O O O O O O O O O O O O O O O O O O	1 1 0 1 1 0 1 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1
2d8e074a-9889-4f34-a9ca-0bf118b13c2d#cbt_response_c:4	1	N negative	la figlia con lo sguardo nel vuoto ed il figlio che cercava di staccare il padre da quell ultimo contatto con la sua compagna di una vita	O O O O O O O O O O O B O O O O O O O O O B I I O B I	1 1 0 1 1 0 1 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1
